car_brand,model,price,year,location,fuel,km_driven,gear,ownership,monthly_payment
Maruti,SwiftVDI ABS,465699,2015,Delhi,Diesel,101616,Manual,1,10359
BMW,3 Series320D LUXURYLINE,1054899,2012,Delhi,Diesel,83797,Automatic,2,23466
BMW,X1SDRIVE 20D X LINE,1136000,2014,Delhi,Diesel,76838,Automatic,2,25270
Maruti,RitzVDI,218399,2012,Delhi,Diesel,123546,Manual,1,4858
Volkswagen,VentoHIGHLINE PETROL AT,375299,2012,Delhi,Petrol,113789,Automatic,2,8348
Hyundai,Verna1.6 CRDI SX + AT,1025000,2018,Delhi,Diesel,34867,Automatic,1,22801
Maruti,RitzLDI,242000,2014,Delhi,Diesel,73353,Manual,1,5383
Maruti,Swift DzireLDI BS IV,337099,2014,Delhi,Diesel,78720,Manual,1,7499
Volkswagen,VentoCOMFORTLINE DIESEL,287000,2013,Delhi,Diesel,95569,Manual,1,6384
Toyota,Fortuner3.0 AT 4X2,1260799,2012,Delhi,Diesel,154591,Automatic,2,28046
Honda,Amaze1.5 SMT I DTEC,356099,2014,Delhi,Diesel,84258,Manual,1,7921
Hyundai,i10MAGNA 1.2 KAPPA2,226399,2010,Delhi,Petrol,116941,Manual,1,5036
Hyundai,Creta1.6 SX (O) CRDI,923099,2015,Delhi,Diesel,86384,Manual,1,20534
Maruti,Eeco5 STR CNG WITH AC PLUSHTR,388399,2018,Delhi,Petrol + CNG,83025,Manual,1,8640
Maruti,Swift DzireVDI BS IV,314799,2013,Delhi,Diesel,154164,Manual,1,7003
Skoda,RapidAMBITION 1.6 MPI MT PLUS,392000,2014,Delhi,Petrol,80996,Manual,1,8720
Maruti,SwiftLXI OPT,450000,2015,Delhi,Petrol,71325,Manual,1,10010
Maruti,S CrossZETA 1.3,578799,2015,Delhi,Diesel,92160,Manual,1,12875
Honda,WR-V1.5 i-DTEC VX MT,729000,2018,Delhi,Diesel,58620,Manual,1,16216
Maruti,Swift DzireVDI BS IV,291799,2012,Delhi,Diesel,127042,Manual,1,6491
Honda,Amaze1.2 SMT I VTEC,369299,2014,Delhi,Petrol,140387,Manual,1,8215
Toyota,Fortuner3.0 AT 4X2,1234899,2012,Chennai,Diesel,197177,Automatic,1,27470
ISUZU,MU-7High 4x2 MT,657199,2014,Delhi,Diesel,92819,Manual,2,14619
Maruti,RitzLDI,305299,2014,Delhi,Diesel,69930,Manual,1,6791
Renault,Duster85 PS RXE,416799,2014,Delhi,Diesel,105137,Manual,2,9271
Maruti,SwiftZDI,297699,2012,Delhi,Diesel,140967,Manual,1,6622
Maruti,CelerioVXI AT,373000,2014,Delhi,Petrol,68874,Automatic,1,8297
Hyundai,,686799,2015,Delhi,Diesel,126315,Manual,1,15277
Mercedes,Benz E ClassE 220 CDI ELEGANCE,1413099,2013,Delhi,Diesel,52110,Automatic,1,31434
Hyundai,VernaFLUIDIC 1.6 EX CRDI AT,577499,2013,Delhi,Diesel,98281,Automatic,1,12846
Ford,Ecosport1.5TITANIUM TDCI,440199,2013,Delhi,Diesel,155432,Manual,1,9792
Maruti,Vitara BrezzaVDI,717799,2016,Delhi,Diesel,72364,Manual,2,15967
Honda,Amaze1.5 SMT I DTEC,334299,2013,Delhi,Diesel,82877,Manual,3,7436
Honda,Amaze1.5 EXMT I DTEC,343799,2014,Delhi,Diesel,107749,Manual,1,7648
Mahindra,,999799,2016,Delhi,Diesel,104467,Manual,1,22240
Audi,A42.0 TDI PREMIUM PLUS,1242099,2012,Delhi,Diesel,45643,Automatic,1,27630
Maruti,DzireVDI,517099,2017,Delhi,Diesel,134698,Manual,1,11503
Maruti,SwiftZXI,284099,2011,Delhi,Petrol + CNG,139463,Manual,2,6320
Maruti,RitzVDI,229899,2012,Delhi,Diesel,122524,Manual,1,5114
Maruti,CiazVDI+ SHVS,490199,2015,Delhi,Diesel,161213,Manual,1,10904
Maruti,Swift DzireVDI BS IV,379199,2014,Delhi,Diesel,144247,Manual,1,8435
Renault,Duster85 PS RXE,553450,2016,Delhi,Diesel,85227,Manual,1,12311
Maruti,Vitara BrezzaZDI AMT,836000,2018,Delhi,Diesel,63514,Automatic,1,18596
Maruti,Swift DzireVDI,367199,2013,Delhi,Diesel,122425,Manual,1,8168
Hyundai,Elite i20ASTA 1.2,537899,2015,Delhi,Petrol,97701,Manual,1,11965
Maruti,Swift DzireZDI,365699,2013,Delhi,Diesel,138136,Manual,1,8135
Mercedes,Benz E ClassE 250 CDI AVANTGARDE,1995000,2015,Delhi,Diesel,66910,Manual,1,44378
Toyota,Fortuner3.0 MT 4X4,1184699,2012,Delhi,Diesel,96301,Manual,2,26353
Maruti,Alto 800LXI CNG,337299,2016,Delhi,Petrol + CNG,122164,Manual,1,7503
Skoda,Rapid1.6 TDI MT ACTIVE,410000,2014,Delhi,Diesel,90021,Manual,1,9120
Hyundai,Grand i10SPORTZ 1.1 CRDI,356599,2014,Delhi,Diesel,77211,Manual,1,7932
Nissan,SunnyXL DIESEL,272499,2012,Delhi,Diesel,113365,Manual,2,6062
Hyundai,VernaFLUIDIC 1.6 CRDI SX OPT AT,328199,2012,Delhi,Diesel,180430,Automatic,1,7301
Maruti,Swift DzireVDI BS IV,289899,2012,Delhi,Diesel,155562,Manual,2,6449
Hyundai,i20SPORTZ 1.2 O,262399,2011,Delhi,Petrol,114657,Manual,1,5837
Maruti,SwiftVDI,336899,2014,Delhi,Diesel,115512,Manual,2,7494
Honda,CityVX MT DIESEL,573699,2014,Delhi,Diesel,81642,Manual,1,12762
Ford,Ecosport1.5 TREND TDCI,468299,2014,Delhi,Diesel,101919,Manual,1,10417
Maruti,SwiftVDI,361399,2014,Delhi,Diesel,92117,Manual,1,8039
Maruti,Swift DzireVDI BS IV,395099,2013,Delhi,Diesel,84311,Manual,1,8789
Toyota,Corolla AltisVL AT,1182199,2016,Mumbai,Petrol,40705,Automatic,1,26297
Maruti,Vitara BrezzaVDI,624000,2016,Delhi,Diesel,117524,Manual,1,13881
Maruti,SwiftVDI,267999,2012,Delhi,Diesel,155902,Manual,1,5961
Maruti,SwiftVDI,354999,2012,Delhi,Diesel,140777,Manual,1,7897
Honda,CityS MT PETROL,341999,2010,Delhi,Petrol,188375,Manual,1,7608
Toyota,Fortuner3.0 AT 4X2,1174399,2012,Delhi,Diesel,84760,Automatic,1,26124
Maruti,SwiftLDI BS IV,294099,2014,Delhi,Diesel,121360,Manual,2,6542
Maruti,Swift DzireZDI,388099,2013,Delhi,Diesel,110484,Manual,1,8633
Toyota,Fortuner3.0 MT 4X2,1170599,2012,Delhi,Diesel,176354,Manual,1,26039
Maruti,SwiftVDI,349299,2013,Delhi,Diesel,103557,Manual,2,7770
Maruti,SwiftVDI,293799,2013,Delhi,Diesel,144263,Manual,2,6535
Ssangyong,RextonRX7,650000,2013,Delhi,Diesel,115610,Manual,1,14459
Mercedes,Benz E ClassE 220 CDI ELEGANCE,1217699,2013,Delhi,Diesel,69864,Automatic,3,27087
Maruti,RitzVXI BS IV,295799,2011,Delhi,Petrol,115774,Manual,1,6580
Tata,,1720000,2019,Delhi,Diesel,22790,Manual,1,38260
Maruti,Swift DzireVDI BS IV,386099,2012,Delhi,Diesel,145373,Manual,1,8589
Maruti,Swift DzireVXI 1.2 BS IV,413699,2013,Delhi,Petrol,104974,Manual,1,9203
Maruti,SwiftZXI AMT,650000,2018,Delhi,Petrol,59607,Automatic,1,14459
Maruti,SwiftVDI ABS,427399,2014,Delhi,Diesel,101824,Manual,1,9507
Maruti,Swift DzireVDI BS IV,340999,2013,Delhi,Diesel,149275,Manual,1,7585
Maruti,SwiftVDI,288699,2012,Delhi,Diesel,142099,Manual,1,6422
Maruti,SwiftVDI ABS,418499,2015,Delhi,Diesel,96266,Manual,1,9309
Hyundai,Creta1.6 SX (O) CRDI,840399,2015,Delhi,Diesel,113657,Manual,1,18694
Maruti,SwiftVDI,382499,2013,Delhi,Diesel,115570,Manual,2,8508
Hyundai,Grand i10SPORTZ 1.1 CRDI,279799,2013,Delhi,Diesel,107815,Manual,2,6224
Maruti,Wagon R 1.0LXI,230499,2012,Delhi,Petrol,94696,Manual,3,5127
Maruti,Swift DzireLXI 1.2 BS IV,375799,2014,Delhi,Petrol,104453,Manual,1,8359
Audi,Q330 TDI Premium,1607399,2015,Delhi,Diesel,69074,Manual,1,35756
Hyundai,i20MAGNA O 1.4 CRDI,274999,2013,Delhi,Diesel,113692,Manual,2,6117
Hyundai,,781999,2015,Delhi,Diesel,117182,Manual,1,17395
Toyota,Fortuner3.0 MT 4X2,1161999,2012,Delhi,Diesel,145197,Manual,1,25848
Hyundai,VernaFLUIDIC 1.6 SX CRDI,471599,2012,Delhi,Diesel,112798,Manual,1,10490
Volkswagen,PoloCOMFORTLINE 1.2L PETROL,567699,2017,Delhi,Petrol,39168,Manual,1,12628
Mitsubishi,Pajero Sport2.5 AT 4X2,1300000,2015,Delhi,Diesel,57598,Automatic,1,28918
Renault,Duster85 PS RXL OPT,441199,2013,Delhi,Diesel,149244,Manual,1,9814
Hyundai,Grand i10ASTA 1.2 KAPPA VTVT OPT,423999,2014,Delhi,Petrol,111838,Manual,2,9432
Toyota,Fortuner3.0 AT 4X2,1161599,2012,Delhi,Diesel,185598,Automatic,1,25839
Maruti,SwiftVDI ABS,394899,2015,Delhi,Diesel,108083,Manual,1,8784
Hyundai,Elite i20SPORTZ 1.4,506999,2017,Delhi,Diesel,148526,Manual,1,11278
Maruti,ErtigaVDI ABS,453899,2013,Delhi,Diesel,112228,Manual,1,10097
Hyundai,,803099,2016,Delhi,Diesel,199241,Manual,1,17864
Maruti,Alto 800LXI,195000,2013,Delhi,Petrol,82016,Manual,1,4338
Hyundai,,971399,2016,Delhi,Diesel,87697,Manual,1,21608
Audi,A42.0 TDI 174BHP,1128199,2013,Delhi,Diesel,44762,Automatic,2,25096
Toyota,Fortuner3.0 MT 4X2,1160000,2013,Delhi,Diesel,147459,Manual,1,25804
Toyota,Fortuner3.0 MT 4X4,1146399,2012,Delhi,Diesel,194439,Manual,1,25501
Maruti,Swift DzireVDI BS IV,394599,2013,Delhi,Diesel,137368,Manual,1,8778
BMW,3 Series320D LUXURYLINE,1630000,2014,Delhi,Diesel,96334,Automatic,2,36258
Toyota,Fortuner3.0 MT 4X2,1142699,2013,Delhi,Diesel,135448,Manual,2,25419
Honda,BR-V1.5 i-VTEC V,695000,2016,Delhi,Petrol,73465,Manual,1,15460
Skoda,Rapid1.6 TDI MT AMBITION PLUS,416599,2014,Delhi,Diesel,138328,Manual,1,9267
Mahindra,ScorpioS6 PLUS,722999,2014,Delhi,Diesel,110593,Manual,2,16083
Hyundai,,603299,2015,Delhi,Diesel,98904,Manual,2,13420
Maruti,SwiftZDI,334599,2013,Delhi,Diesel,141309,Manual,1,7443
Maruti,ErtigaVDI ABS,505699,2013,Delhi,Diesel,118878,Manual,3,11249
Maruti,DzireVDI,566000,2018,Delhi,Diesel,89215,Manual,1,12590
Maruti,SwiftVDI,341899,2014,Delhi,Diesel,109180,Manual,1,7605
Maruti,SwiftVDI ABS,395799,2015,Delhi,Diesel,103359,Manual,1,8804
Toyota,Fortuner3.0 MT 4X2,1125000,2012,Mumbai,Diesel,68536,Manual,2,25025
Landrover,Freelander 2SD4 HSE,1150000,2012,Delhi,Diesel,62287,Automatic,2,25581
Maruti,Wagon R 1.0VXI,275199,2013,Delhi,Petrol,84654,Manual,1,6122
Maruti,SwiftLXI 1.3,204399,2008,Delhi,Petrol + CNG,130707,Manual,2,4547
Honda,,480499,2010,Delhi,Petrol,148945,Manual,1,10688
Toyota,Corolla AltisVL AT,1100199,2016,Mumbai,Petrol,90509,Automatic,1,24473
Maruti,Swift DzireVDI BS IV,351899,2012,Delhi,Diesel,126579,Manual,1,7828
Maruti,RitzVDI,286999,2012,Delhi,Diesel,184227,Manual,1,6384
Maruti,SwiftVDI,345199,2013,Delhi,Diesel,113429,Manual,1,7679
Mercedes,Benz C ClassC 200 AVANTGARDE,1343599,2013,Delhi,Petrol,80978,Manual,2,29888
Toyota,Innova2.5 VX 7 STR BS IV,1085799,2014,Bangalore,Diesel,227391,Manual,1,24153
Audi,A42.0 TDI PREMIUM PLUS,910999,2012,Delhi,Diesel,90722,Automatic,2,20265
Maruti,,293699,2009,Delhi,Petrol,131982,Manual,2,6533
Renault,DusterRXL PETROL 104,531599,2015,Delhi,Petrol,138957,Manual,1,11825
Hyundai,EonERA PLUS,232199,2013,Delhi,Petrol,113870,Manual,1,5165
Ford,Ecosport1.5TITANIUM TDCI,520000,2014,Delhi,Diesel,65281,Manual,2,11567
Volkswagen,VentoHIGHLINE DIESEL,377799,2013,Delhi,Diesel,192715,Manual,1,8404
Maruti,Wagon R StingrayLXI,310000,2014,Delhi,Petrol,100479,Manual,1,6896
Toyota,Corolla AltisVL AT,1081399,2015,Mumbai,Petrol,67059,Automatic,1,24055
Maruti,SwiftLDI O,366799,2015,Delhi,Diesel,114204,Manual,1,8159
Maruti,S CrossSIGMA 1.3,601199,2015,Delhi,Diesel,95369,Manual,1,13373
Maruti,SwiftLXI,318599,2014,Delhi,Petrol + CNG,104448,Manual,1,7087
Maruti,ErtigaVXI CNG,820000,2018,Delhi,Petrol + CNG,77241,Manual,1,18240
Toyota,Innova2.5 VX 8 STR BS IV,1054499,2015,Hyderabad,Diesel,143896,Manual,2,23457
Mahindra,XUV500W6 4X2,795999,2016,Delhi,Diesel,99147,Manual,1,17707
Toyota,Corolla AltisVL AT,1048199,2016,Delhi,Petrol,135670,Automatic,1,23317
Tata,NEXONXZ+ 1.5,750000,2018,Delhi,Diesel,89608,Manual,1,16683
Maruti,Swift DzireLDI BS IV,352599,2015,Delhi,Diesel,158145,Manual,1,7843
Maruti,ErtigaVDI ABS,527899,2013,Delhi,Diesel,114113,Manual,1,11743
Toyota,Innova2.5 GX 7 STR BS IV,1029899,2014,Chennai,Diesel,123683,Manual,1,22910
Maruti,SwiftVDI ABS,608399,2015,Delhi,Diesel,104093,Manual,1,13533
Maruti,CiazZDI+ SHVS RS MT,641499,2016,Delhi,Diesel,85077,Manual,1,14270
Maruti,Vitara BrezzaVDI,535999,2016,Delhi,Diesel,111613,Manual,1,11923
Toyota,Corolla AltisVL AT,1017499,2014,Mumbai,Petrol,60481,Automatic,1,22634
Toyota,Corolla AltisVL AT,1012899,2015,Mumbai,Petrol,50867,Automatic,2,22531
Maruti,SwiftZDI,380299,2014,Delhi,Diesel,106521,Manual,1,8460
Maruti,Swift DzireVDI BS IV,373499,2013,Delhi,Diesel,140313,Manual,1,8308
Maruti,SwiftLXI,477399,2014,Delhi,Petrol,78595,Manual,1,10619
Mahindra,XUV500W6 4X2,500799,2014,Delhi,Diesel,166731,Manual,1,11140
Hyundai,i20 Active1.2 S,531799,2016,Delhi,Petrol,117041,Manual,1,11830
Honda,CityE MT DIESEL,391399,2014,Delhi,Diesel,137256,Manual,2,8706
Mahindra,XUV500W10,897099,2015,Delhi,Diesel,92400,Manual,2,19955
Maruti,ErtigaVDI ABS,429999,2013,Delhi,Diesel,115820,Manual,1,9565
Maruti,Swift DzireLDI BS IV,365099,2015,Delhi,Diesel,142936,Manual,1,8121
Maruti,CiazALPHA 1.3 DDIS SHVS,660099,2017,Delhi,Diesel,101254,Manual,1,14684
Hyundai,i20SPORTZ 1.4 CRDI,460299,2013,Delhi,Diesel,121090,Manual,1,10239
Hyundai,,633699,2015,Delhi,Diesel,207890,Manual,1,14096
Hyundai,EonERA PLUS,285000,2015,Delhi,Petrol,75685,Manual,1,6340
Maruti,Swift DzireVDI BS IV,299999,2012,Delhi,Diesel,129390,Manual,1,6673
Maruti,SwiftVDI,287499,2012,Delhi,Diesel,156680,Manual,1,6395
Honda,CityS MT PETROL,405499,2014,Delhi,Petrol,171211,Manual,1,9020
Hyundai,Elite i20ASTA 1.2,625000,2018,Delhi,Petrol,78045,Manual,1,13903
Toyota,Innova2.5 VX 8 STR BS IV,996799,2014,Delhi,Diesel,82096,Manual,1,22173
Hyundai,Grand i10SPORTZ 1.1 CRDI,336899,2014,Delhi,Diesel,106314,Manual,1,7494
Audi,Q32.0 TDI QUATTRO,1048699,2012,Delhi,Diesel,80021,Automatic,2,23328
Maruti,S CrossALPHA 1.6,615799,2016,Delhi,Diesel,117222,Manual,1,13698
Hyundai,VernaFLUIDIC 1.6 SX CRDI,388499,2014,Delhi,Diesel,186575,Manual,3,8642
Hyundai,i10MAGNA 1.2 KAPPA2,192799,2010,Delhi,Petrol,253637,Manual,1,4289
Maruti,ErtigaVDI,463399,2012,Delhi,Diesel,186250,Manual,1,10308
Maruti,SwiftVDI ABS,372599,2015,Delhi,Diesel,122762,Manual,1,8288
Maruti,Swift DzireLDI OPT,324099,2015,Delhi,Diesel,116156,Manual,1,7209
Ford,Ecosport1.5TITANIUM TDCI,499699,2014,Delhi,Diesel,127192,Manual,1,11116
Hyundai,VernaFLUIDIC 1.6 SX CRDI OPT,539099,2012,Delhi,Diesel,88559,Manual,1,11992
Hyundai,Creta1.6 SX (O) CRDI,874399,2016,Delhi,Diesel,142527,Manual,1,19451
Mercedes,Benz E ClassE 220 CDI ELEGANCE,1420099,2013,Delhi,Diesel,67380,Manual,1,31589
Toyota,Corolla AltisD 4D G,995599,2014,Bangalore,Diesel,63529,Manual,1,22147
BMW,3 Series320D LUXURYLINE,1606499,2014,Delhi,Diesel,62225,Automatic,2,35736
Honda,,264199,2009,Delhi,Petrol,120423,Manual,4,5877
Maruti,ErtigaVDI ABS,591399,2015,Delhi,Diesel,123016,Manual,1,13155
Maruti,SwiftVDI ABS,461799,2015,Delhi,Diesel,91159,Manual,1,10272
Hyundai,VernaFLUIDIC 1.6 EX CRDI,309499,2012,Delhi,Diesel,125497,Manual,2,6885
Audi,Q335 TDI Quattro,1868999,2015,Delhi,Diesel,87872,Automatic,1,41575
Honda,CRV2.0 2WD AT,1250000,2016,Delhi,Petrol,117885,Automatic,2,27806
Mercedes,Benz Ml Class250 CDI,1998000,2014,Delhi,Diesel,96351,Manual,2,44444
Renault,Duster85 PS RXL,285000,2012,Delhi,Diesel,127983,Manual,2,6340
Honda,Jazz1.2 SELECT I VTEC,367699,2012,Delhi,Petrol,93504,Manual,1,8179
MG,HECTOR PLUSSHARP DCT,1975000,2020,Delhi,Petrol,18322,Automatic,1,43933
Mahindra,XUV500W10 FWD,1048999,2016,Delhi,Diesel,105473,Manual,1,23334
Maruti,,527299,2016,Delhi,Diesel,158610,Manual,1,11729
Renault,Duster110 PS RXZ DIESEL PLUS,362499,2013,Delhi,Diesel,117200,Manual,1,8064
Ford,Ecosport1.5 AMBIENTE TDCI,455899,2014,Delhi,Diesel,147997,Manual,1,10141
Maruti,DzireVXI,600000,2017,Delhi,Petrol,77926,Manual,1,13347
Maruti,SwiftVDI,353599,2013,Delhi,Diesel,134421,Manual,1,7866
Ford,Ecosport1.5 AMBIENTE TDCI,404599,2013,Delhi,Diesel,188137,Manual,1,9000
Mercedes,Benz E ClassE 220 CDI ELEGANCE,865099,2012,Delhi,Diesel,152276,Manual,2,19244
Maruti,SwiftVDI,317799,2013,Delhi,Diesel,119978,Manual,1,7069
Toyota,Innova2.5 VX 8 STR BS IV,994499,2014,Delhi,Diesel,69781,Manual,1,22122
Hyundai,EonD LITE PLUS,228699,2013,Delhi,Petrol,106269,Manual,1,5087
Toyota,Innova2.5 GX 8 STR BS IV,985000,2016,Mumbai,Diesel,187732,Manual,1,21911
Renault,Duster85 PS RXL OPT,571799,2013,Delhi,Diesel,88730,Manual,1,12719
Maruti,SwiftZDI,398299,2014,Delhi,Diesel,122254,Manual,2,8860
Maruti,SwiftVDI,385999,2012,Delhi,Diesel,124996,Manual,1,8586
Maruti,Swift DzireVDI BS IV,331899,2012,Delhi,Diesel,213079,Manual,1,7383
Toyota,Innova2.5 GX 8 STR BS IV,975180,2015,Mumbai,Diesel,127983,Manual,1,21692
Maruti,SwiftVDI,327299,2012,Delhi,Diesel,241361,Manual,1,7281
Honda,CitySV MT DIESEL,492000,2014,Delhi,Diesel,79358,Manual,1,10944
Maruti,SwiftVDI,332899,2013,Delhi,Diesel,118272,Manual,3,7405
Ford,Ecosport1.5TITANIUM TDCI,498999,2013,Delhi,Diesel,92380,Manual,2,11100
Maruti,Alto K10VXI,256499,2015,Delhi,Petrol,129709,Manual,1,5706
Maruti,Swift DzireZDI,382299,2013,Delhi,Diesel,117879,Manual,1,8504
Maruti,Vitara BrezzaZDI,782699,2017,Delhi,Diesel,80332,Manual,1,17411
Toyota,YARISV CVT,970099,2018,Bangalore,Petrol,35733,Manual,2,21579
Mahindra,XUV500W6 4X2,845399,2017,Delhi,Diesel,193599,Manual,1,18805
Honda,Amaze1.5 SX MT I DTEC,470000,2015,Delhi,Diesel,70686,Manual,1,10455
Maruti,Swift DzireVDI BS IV,341899,2013,Delhi,Diesel,129364,Manual,1,7605
Honda,Amaze1.2 EXMT I VTEC,406199,2014,Delhi,Petrol,189656,Manual,1,9036
Toyota,Innova2.5 VX 8 STR BS IV,960799,2014,Bangalore,Diesel,186392,Manual,2,21372
Mahindra,XUV500W10,864299,2015,Delhi,Diesel,114350,Manual,2,19226
Maruti,Vitara BrezzaVDI,725799,2019,Delhi,Diesel,75243,Manual,1,16145
Maruti,SwiftVDI,344199,2012,Delhi,Diesel,127383,Manual,1,7657
Toyota,Innova2.5 VX 7 STR BS IV,957099,2015,Mumbai,Diesel,88998,Manual,3,21290
Maruti,Swift DzireLDI BS IV,273099,2013,Delhi,Diesel,146512,Manual,1,6075
Maruti,Vitara BrezzaVDI,638699,2018,Delhi,Diesel,112230,Manual,1,14208
Audi,Q32.0 TDI QUATTRO,1127899,2013,Delhi,Diesel,114155,Automatic,2,25089
Hyundai,Elite i20ASTA 1.4 CRDI,437599,2015,Delhi,Diesel,143079,Manual,1,9734
Skoda,RapidAMBITION 1.6 MPI MT PLUS,338499,2014,Delhi,Petrol,134412,Manual,1,7530
Toyota,Innova2.5 VX 7 STR BS IV,953699,2013,Chennai,Diesel,221916,Manual,1,21215
Hyundai,i20MAGNA O 1.2,283699,2011,Delhi,Petrol,129573,Manual,1,6311
Toyota,Innova2.5 VX 8 STR BS IV,950699,2014,Mumbai,Diesel,121994,Manual,1,21148
Ford,Ecosport1.5 TITANIUMTDCI OPT,428799,2014,Delhi,Diesel,156205,Manual,1,9538
Maruti,SwiftVDI,347699,2013,Delhi,Diesel,101863,Manual,3,7734
Skoda,Rapid1.5 TDI AT STYLE PLUS,544499,2017,Delhi,Diesel,137938,Automatic,1,12112
Maruti,Alto K10VXI,254599,2014,Delhi,Petrol,110963,Manual,1,5663
Toyota,URBAN CRUISERHIGH MT,950599,2020,Mumbai,Petrol,17202,Manual,1,21146
Toyota,Fortuner3.0 MT 4X4,950000,2011,Mumbai,Diesel,132907,Manual,2,21132
Maruti,Swift DzireVDI BS IV,414999,2014,Delhi,Diesel,111261,Manual,2,9231
Mahindra,XUV500W10,873699,2015,Delhi,Diesel,147798,Manual,1,19435
Toyota,,949699,2021,Mumbai,Petrol,7649,Manual,1,21126
Hyundai,i20SPORTZ 1.4 CRDI,346099,2013,Delhi,Diesel,114943,Manual,2,7699
Hyundai,i20SPORTZ 1.4 CRDI,366699,2012,Delhi,Diesel,108018,Manual,1,8157
Toyota,Innova2.5 G2 7 Seater,936999,2013,Bangalore,Diesel,30331,Manual,1,20843
Mahindra,XUV500W10,939799,2015,Delhi,Diesel,113208,Manual,1,20905
Honda,Amaze1.5 SMT I DTEC,280299,2013,Delhi,Diesel,147667,Manual,1,6235
Toyota,Fortuner3.0 MT 4X4,932199,2009,Hyderabad,Diesel,215378,Manual,2,20736
Toyota,Corolla AltisGL,914999,2015,Delhi,Petrol,79084,Manual,2,20354
Toyota,Fortuner3.0 MT 4X4,912099,2011,Mumbai,Diesel,190210,Manual,2,20289
Hyundai,i20MAGNA O 1.2,428699,2014,Delhi,Petrol,100165,Manual,1,9536
Nissan,MicraXE PETROL,224099,2011,Delhi,Petrol,134071,Manual,1,4985
Maruti,SwiftVDI ABS,406099,2015,Delhi,Diesel,195769,Manual,1,9033
Hyundai,Elite i20MAGNA 1.4 CRDI,384399,2014,Delhi,Diesel,114434,Manual,1,8551
Toyota,Innova2.5 VX 8 STR BS IV,909499,2012,Bangalore,Diesel,128797,Manual,2,20231
Toyota,Innova2.5 GX 8 STR BS IV,900000,2015,Mumbai,Diesel,150148,Manual,1,20020
Audi,,1325000,2014,Delhi,Diesel,95859,Manual,3,29474
Toyota,Innova2.5 VX 8 STR BS IV,892699,2012,Chennai,Diesel,115553,Manual,2,19858
BMW,5 Series520D PRESTIGE,1594000,2015,Delhi,Diesel,69666,Automatic,1,35458
Toyota,Innova2.5 VX 7 STR BS IV,890000,2013,Mumbai,Diesel,166968,Manual,1,19798
Hyundai,i20MAGNA 1.2 VTVT,250799,2009,Delhi,Petrol,178363,Manual,1,5579
Toyota,Innova2.5 VX 8 STR BS IV,879099,2015,Mumbai,Diesel,165870,Manual,1,19555
Ford,Ecosport1.5 TDCI TITANIUM PLUS,850000,2018,Delhi,Diesel,91093,Manual,1,18908
KIA,SELTOSHTK PLUS 1.5 PETROL,1128357,2020,Delhi,Petrol,18490,Manual,1,25100
Toyota,Innova2.5 VX 8 STR BS IV,860399,2014,Delhi,Diesel,84036,Manual,1,19139
Maruti,Swift DzireVXI 1.2 BS IV,320099,2014,Delhi,Petrol,241014,Manual,1,7120
Honda,Amaze1.2 EMT I VTEC,305899,2014,Delhi,Petrol,167691,Manual,1,6805
Hyundai,VernaFLUIDIC 1.6 SX CRDI,647799,2014,Delhi,Diesel,128662,Manual,1,14410
Toyota,Innova2.5 VX 7 STR BS IV,852799,2015,Delhi,Diesel,73147,Manual,2,18970
KIA,,1400000,2020,Delhi,Petrol,9920,Manual,1,31142
Maruti,SwiftVDI,309199,2012,Delhi,Diesel,181285,Manual,1,6878
Honda,Amaze1.5 VXMT I DTEC,417199,2013,Delhi,Diesel,136993,Manual,1,9280
Fiat,LineaDYNAMIC 1.3 L ADVANCED MULTIJET,345099,2014,Delhi,Diesel,154343,Manual,1,7677
Maruti,SwiftZXI,409000,2014,Delhi,Petrol,51842,Manual,1,9098
Toyota,YARISV MT,842299,2018,Bangalore,Petrol,26525,Manual,1,18736
Maruti,Swift DzireVXI 1.2 BS IV,477999,2015,Delhi,Petrol,116596,Manual,1,10633
Maruti,Swift DzireVDI BS IV,344999,2013,Delhi,Diesel,156670,Manual,1,7674
Landrover,Freelander 2TD4 SE,1437799,2014,Delhi,Diesel,92062,Automatic,3,31983
Hyundai,Elite i20ASTA 1.4 CRDI,614799,2015,Delhi,Diesel,141168,Manual,3,13676
Toyota,Innova2.5 GX 8 STR BS IV,831999,2012,Mumbai,Diesel,85100,Manual,1,18507
Renault,Duster85 PS RXL,476999,2013,Delhi,Diesel,106391,Manual,2,10611
Toyota,Innova2.5 VX 7 STR BS IV,819299,2014,Delhi,Diesel,93061,Manual,1,18225
Maruti,SwiftVDI,388199,2012,Delhi,Diesel,164944,Manual,1,8635
KIA,CARNIVALPREMIUM AT,2300000,2020,Delhi,Diesel,2566,Automatic,1,51162
Toyota,Innova2.5 VX 7 STR BS IV,815000,2013,Mumbai,Diesel,144870,Manual,1,18129
Hyundai,VernaFLUIDIC 1.6 SX CRDI,615299,2014,Delhi,Diesel,129478,Manual,2,13687
Maruti,BalenoALPHA 1.2K12  AT,735000,2018,Delhi,Petrol,24053,Automatic,1,16350
Toyota,Fortuner3.0 MT 4X4,810000,2010,Mumbai,Diesel,137624,Manual,2,18018
Maruti,Wagon R 1.0LXI,213499,2015,Delhi,Petrol,223583,Manual,1,4749
Maruti,AltoLX,91000,2008,Delhi,Petrol,68064,Manual,1,2024
Toyota,,808099,2018,Mumbai,Petrol,26989,Manual,1,17976
